# t (s)	mx ()	my ()	mz ()	E_total (J)	E_Zeeman (J)	Angle (rad)	Roundness ()	Size (nm)	Cell_size (m)
0	0.9939719	-2.2804207e-08	0	9.16181e-19	-3.1425415e-20	0	1	100	2e-09
0	0.70137703	0.70136297	0	9.00731e-19	-3.1359496e-20	0.7853982	1	100	2e-09
0	0.9940068	4.3582093e-09	0	9.122863e-19	-3.1172056e-20	0	0.99	100	2e-09
0	0.701579	0.70156825	0	8.991818e-19	-3.111461e-20	0.7853982	0.99	100	2e-09
0	0.9935949	-2.3585219e-08	0	9.046964e-19	-3.0968366e-20	0	0.98	100	2e-09
0	0.7019136	0.70189846	0	8.986326e-19	-3.0938755e-20	0.7853982	0.98	100	2e-09
0	0.99352074	-2.9285774e-08	0	9.018675e-19	-3.0838886e-20	0	0.97	100	2e-09
0	0.7020248	0.7020085	0	8.978883e-19	-3.081656e-20	0.7853982	0.97	100	2e-09
0	0.9934235	-2.3581936e-08	0	8.98655e-19	-3.0708715e-20	0	0.96	100	2e-09
0	0.7020356	0.70202404	0	8.957257e-19	-3.069005e-20	0.7853982	0.96	100	2e-09
0	0.9934236	-2.2401876e-08	0	8.986549e-19	-3.0708715e-20	0	0.95	100	2e-09
0	0.7020352	0.7020242	0	8.957256e-19	-3.069005e-20	0.7853982	0.95	100	2e-09
0	0.9933709	-3.0257336e-08	0	8.960312e-19	-3.057993e-20	0	0.94	100	2e-09
0	0.7021961	0.7021779	0	8.954687e-19	-3.0569813e-20	0.7853982	0.94	100	2e-09
0	0.99337125	-2.2187162e-08	0	8.960314e-19	-3.057994e-20	0	0.93	100	2e-09
0	0.7021956	0.7021784	0	8.954688e-19	-3.0569813e-20	0.7853982	0.93	100	2e-09
0	0.9929597	-2.2136067e-08	0	8.853641e-19	-3.0185976e-20	0	0.92	100	2e-09
0	0.70284206	0.702824	0	8.951275e-19	-3.021626e-20	0.7853982	0.92	100	2e-09
0	0.9929597	-2.257722e-08	0	8.853642e-19	-3.0185976e-20	0	0.91	100	2e-09
0	0.70283973	0.7028262	0	8.951276e-19	-3.021626e-20	0.7853982	0.91	100	2e-09
